id,sentence1,sentence2,paraphrase_type_ids,sentence1_segment_location,sentence2_segment_location,sentence1_tokenized,sentence2_tokenized
ee9db353-ad26-4436-b798-8402313a2362,"""They were an inspirational couple, selfless and courageous,"" said the Oscar-winning film director.","He said: “They were an inspirational couple, selfless and courageous.","[6, 26, 29, 21]","[21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 26, 26, 26, 26, 26, 0]","[26, 26, 26, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21]","['``', 'They', 'were', 'an', 'inspirational', 'couple', ',', 'selfless', 'and', 'courageous', ',', ""''"", 'said', 'the', 'Oscar-winning', 'film', 'director', '.']","['He', 'said', ':', '“They', 'were', 'an', 'inspirational', 'couple', ',', 'selfless', 'and', 'courageous', '.\n']"
894d4d48-6b9b-430d-8760-3522ddd94e34,The compilers are available in two flavors: the Intel C++ Compiler for Microsoft eMbedded Visual C++ retails for USD$399 and is intended for application development use.,"The compilers are available in two forms: The Intel C++ Compiler for Microsoft eMbedded Visual C++ is available from Intel for $399, and is intended for applications development.","[6, 6, 1, 25, 25, 25, 29, 21]","[25, 25, 25, 25, 25, 25, 6, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 6, 25, 25, 25, 25, 25, 25, 25, 25, 1, 25, 25, 25]","[25, 25, 25, 25, 25, 25, 6, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25]","['The', 'compilers', 'are', 'available', 'in', 'two', 'flavors', ':', 'the', 'Intel', 'C++', 'Compiler', 'for', 'Microsoft', 'eMbedded', 'Visual', 'C++', 'retails', 'for', 'USD', '$', '399', 'and', 'is', 'intended', 'for', 'application', 'development', 'use', '.']","['The', 'compilers', 'are', 'available', 'in', 'two', 'forms', ':', 'The', 'Intel', 'C++', 'Compiler', 'for', 'Microsoft', 'eMbedded', 'Visual', 'C++', 'is', 'available', 'from', 'Intel', 'for', '$', '399', ',', 'and', 'is', 'intended', 'for', 'applications', 'development', '.\n']"
4a9b783f-de91-4a55-bdb9-919715a011dc,I was surprised it turned out me talking and the president just listening.,"""I was surprised it turned out me talking and the president just listening . . . It was mostly a monologue.""","[21, 25, 29]","[25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25]","[21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 25, 25, 25, 25, 25, 25, 25, 25, 21, 21]","['I', 'was', 'surprised', 'it', 'turned', 'out', 'me', 'talking', 'and', 'the', 'president', 'just', 'listening', '.']","['``', 'I', 'was', 'surprised', 'it', 'turned', 'out', 'me', 'talking', 'and', 'the', 'president', 'just', 'listening', '.', '.', '.', 'It', 'was', 'mostly', 'a', 'monologue', '.', ""''\n""]"
10403372-fbcd-4669-95f9-04cc1b3d84c1,"""In my mind this is not an issue on the horizon right now.""","""In my mind this is not an issue on the horizon right now,"" he was quoted as saying.","[25, 29]","[25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 25, 25, 25, 25, 25, 0]","['``', 'In', 'my', 'mind', 'this', 'is', 'not', 'an', 'issue', 'on', 'the', 'horizon', 'right', 'now', '.', ""''""]","['``', 'In', 'my', 'mind', 'this', 'is', 'not', 'an', 'issue', 'on', 'the', 'horizon', 'right', 'now', ',', ""''"", 'he', 'was', 'quoted', 'as', 'saying', '.\n']"
4b0f6878-4a3c-4fce-a0d6-e3afec64b1cd,Media giant Vivendi Universal EAUG.PA V.N set to work sifting through bids for its U.S. entertainment empire on Monday in a multibillion-dollar auction of some of Hollywood's best-known assets.,Media moguls jostled for position as the deadline for bids for Vivendi Universal's U.S. entertainment empire neared on Monday in an auction of some of Hollywood's best-known assets.,"[6, 25, 29, 28]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 29, 29, 29, 29, 29, 29, 0, 25, 29, 29, 29, 29, 29, 29, 29, 29, 29]","[29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 6, 6, 6, 25, 25, 25, 29, 25, 25, 25, 0, 25, 25, 25, 25, 25, 25, 25, 25, 25]","['Media', 'giant', 'Vivendi', 'Universal', 'EAUG.PA', 'V.N', 'set', 'to', 'work', 'sifting', 'through', 'bids', 'for', 'its', 'U.S.', 'entertainment', 'empire', 'on', 'Monday', 'in', 'a', 'multibillion-dollar', 'auction', 'of', 'some', 'of', 'Hollywood', ""'s"", 'best-known', 'assets', '.']","['Media', 'moguls', 'jostled', 'for', 'position', 'as', 'the', 'deadline', 'for', 'bids', 'for', 'Vivendi', 'Universal', ""'s"", 'U.S.', 'entertainment', 'empire', 'neared', 'on', 'Monday', 'in', 'an', 'auction', 'of', 'some', 'of', 'Hollywood', ""'s"", 'best-known', 'assets', '.\n']"
b3a408b0-31fe-41cc-beab-0ce0f2afe441,"Police spokesman Brig. Gen. Edward Aritonang confirmed Saturday that another two had been arrested, one in Jakarta and another in Magelang, Central Java.","Brigadier General Edward Aritonang, a police spokesman, confirmed yesterday that another two had been arrested, one in Jakarta and another in Magelang, Central Java.","[4, 18, 29, 30]","[18, 18, 18, 18, 18, 18, 18, 29, 30, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29]","[18, 18, 18, 18, 18, 18, 18, 18, 18, 29, 30, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29]","['Police', 'spokesman', 'Brig', '.', 'Gen.', 'Edward', 'Aritonang', 'confirmed', 'Saturday', 'that', 'another', 'two', 'had', 'been', 'arrested', ',', 'one', 'in', 'Jakarta', 'and', 'another', 'in', 'Magelang', ',', 'Central', 'Java', '.']","['Brigadier', 'General', 'Edward', 'Aritonang', ',', 'a', 'police', 'spokesman', ',', 'confirmed', 'yesterday', 'that', 'another', 'two', 'had', 'been', 'arrested', ',', 'one', 'in', 'Jakarta', 'and', 'another', 'in', 'Magelang', ',', 'Central', 'Java', '.\n']"
a626818d-9095-43b0-b30a-66429fb71397,"Meanwhile, rival contender, General Electric's NBC, submitted a letter of interest, a source familiar with the matter said.","Other contenders included General Electric's GE.N NBC, which submitted a letter of interest, a source familiar with the matter said.","[7, 18, 25, 29, 28]","[25, 25, 18, 18, 18, 18, 18, 18, 18, 18, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29]","[29, 29, 29, 18, 18, 18, 18, 18, 18, 18, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25]","['Meanwhile', ',', 'rival', 'contender', ',', 'General', 'Electric', ""'s"", 'NBC', ',', 'submitted', 'a', 'letter', 'of', 'interest', ',', 'a', 'source', 'familiar', 'with', 'the', 'matter', 'said', '.']","['Other', 'contenders', 'included', 'General', 'Electric', ""'s"", 'GE.N', 'NBC', ',', 'which', 'submitted', 'a', 'letter', 'of', 'interest', ',', 'a', 'source', 'familiar', 'with', 'the', 'matter', 'said', '.\n']"
976fdf17-41bc-4c93-8708-5c03e23ceb10,Previously he had seen the grinning mechanic from east Java only on television.,"Mr Hughes had seen Amrozi's face on television, the infamous images of the grinning mechanic from east Java.","[11, 26, 26, 25, 25, 25, 29]","[25, 11, 25, 25, 25, 25, 25, 25, 25, 25, 25, 26, 26, 25]","[11, 11, 0, 0, 25, 25, 25, 26, 26, 25, 25, 25, 25, 25, 26, 26, 26, 26, 26, 26, 0]","['Previously', 'he', 'had', 'seen', 'the', 'grinning', 'mechanic', 'from', 'east', 'Java', 'only', 'on', 'television', '.']","['Mr', 'Hughes', 'had', 'seen', 'Amrozi', ""'s"", 'face', 'on', 'television', ',', 'the', 'infamous', 'images', 'of', 'the', 'grinning', 'mechanic', 'from', 'east', 'Java', '.\n']"
16b2aab9-d61a-4b63-9712-51c6b856eef5,"States of emergency were declared in all four states as well as West Virginia, Delaware, New Jersey and Washington DC.","States of emergency were declared in North Carolina, Virginia, Washington DC, Maryland, West Virginia, Delaware, Pennsylvania and New Jersey.","[6, 24, 26, 26, 29]","[29, 29, 29, 29, 29, 29, 24, 24, 24, 24, 24, 24, 24, 24, 24, 26, 26, 24, 24, 24, 26, 26, 29]","[29, 29, 29, 29, 29, 29, 24, 24, 24, 24, 24, 26, 26, 26, 24, 24, 24, 24, 24, 26, 26, 24, 24, 24, 24, 29]","['States', 'of', 'emergency', 'were', 'declared', 'in', 'all', 'four', 'states', 'as', 'well', 'as', 'West', 'Virginia', ',', 'Delaware', ',', 'New', 'Jersey', 'and', 'Washington', 'DC', '.']","['States', 'of', 'emergency', 'were', 'declared', 'in', 'North', 'Carolina', ',', 'Virginia', ',', 'Washington', 'DC', ',', 'Maryland', ',', 'West', 'Virginia', ',', 'Delaware', ',', 'Pennsylvania', 'and', 'New', 'Jersey', '.\n']"
bc1bd74d-3cf1-478f-934c-098d25fd8c20,"""Arifin has disclosed to the ISD that he is involved with a group of like-minded individuals in planning terrorist attacks against certain targets in Thailand,"" the government said.","""Arifin has disclosed . . . that he is involved with a group of like-minded individuals in planning terrorist attacks against certain targets in Thailand.","[25, 25, 29, 21, 21]","[29, 29, 29, 29, 25, 25, 25, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 25, 0, 25, 25, 25, 29]","[29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 25]","['``', 'Arifin', 'has', 'disclosed', 'to', 'the', 'ISD', 'that', 'he', 'is', 'involved', 'with', 'a', 'group', 'of', 'like-minded', 'individuals', 'in', 'planning', 'terrorist', 'attacks', 'against', 'certain', 'targets', 'in', 'Thailand', ',', ""''"", 'the', 'government', 'said', '.']","['``', 'Arifin', 'has', 'disclosed', '.', '.', '.', 'that', 'he', 'is', 'involved', 'with', 'a', 'group', 'of', 'like-minded', 'individuals', 'in', 'planning', 'terrorist', 'attacks', 'against', 'certain', 'targets', 'in', 'Thailand', '.\n']"
b5aab1a0-6064-4b26-8ea3-4ef165caeee1,"He has declined to comment on the charges, but court documents indicate a lingering medical problem could be part of his defense.","He has declined to comment on the charges, but court documents show that a lingering medical condition could contribute to his defense.","[6, 6, 6, 24, 29]","[29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 24, 29, 29, 29, 24, 29, 24, 24, 24, 29, 29, 29]","[29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 24, 24, 29, 29, 29, 24, 29, 24, 24, 29, 29, 29]","['He', 'has', 'declined', 'to', 'comment', 'on', 'the', 'charges', ',', 'but', 'court', 'documents', 'indicate', 'a', 'lingering', 'medical', 'problem', 'could', 'be', 'part', 'of', 'his', 'defense', '.']","['He', 'has', 'declined', 'to', 'comment', 'on', 'the', 'charges', ',', 'but', 'court', 'documents', 'show', 'that', 'a', 'lingering', 'medical', 'condition', 'could', 'contribute', 'to', 'his', 'defense', '.\n']"
150f2ec6-bda4-4261-9816-06cc5a0ac588,"Powell fired back: ""He's accusing the president of a ludicrous act,"" he said.","If so, Powell said, he's calling the president ludicrous, too.","[6, 6, 26, 25, 25, 25, 25, 29, 21]","[25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25]","[25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25]","['Powell', 'fired', 'back', ':', '``', 'He', ""'s"", 'accusing', 'the', 'president', 'of', 'a', 'ludicrous', 'act', ',', ""''"", 'he', 'said', '.']","['If', 'so', ',', 'Powell', 'said', ',', 'he', ""'s"", 'calling', 'the', 'president', 'ludicrous', ',', 'too', '.\n']"
87ba96f5-3f1f-4621-8a5d-2e48a264a081,No pill is ever expected to replace earplugs and other mechanical ear protection.,Nobody is saying such a pill could replace earplugs and other mechanical ear protection.,"[29, 28]","[28, 28, 28, 28, 28, 28, 28, 28, 29, 29, 29, 29, 29, 29]","[28, 28, 28, 28, 28, 28, 28, 28, 28, 29, 29, 29, 29, 29, 29]","['No', 'pill', 'is', 'ever', 'expected', 'to', 'replace', 'earplugs', 'and', 'other', 'mechanical', 'ear', 'protection', '.']","['Nobody', 'is', 'saying', 'such', 'a', 'pill', 'could', 'replace', 'earplugs', 'and', 'other', 'mechanical', 'ear', 'protection', '.\n']"
3ef718ec-3de2-4d31-bb71-6f777cec19a7,"Evacuation went smoothly, although passengers weren't told what was going on, Hunt said.","Passengers were evacuated smoothly, although they were not told what was going on, he said.","[4, 6, 6, 3, 29]","[3, 0, 29, 29, 29, 29, 4, 4, 29, 29, 29, 29, 29, 29, 6, 29, 29]","[0, 0, 3, 29, 29, 29, 6, 4, 4, 29, 29, 29, 29, 29, 29, 29, 29, 29]","['Evacuation', 'went', 'smoothly', ',', 'although', 'passengers', 'were', ""n't"", 'told', 'what', 'was', 'going', 'on', ',', 'Hunt', 'said', '.']","['Passengers', 'were', 'evacuated', 'smoothly', ',', 'although', 'they', 'were', 'not', 'told', 'what', 'was', 'going', 'on', ',', 'he', 'said', '.\n']"
29329b35-672c-4196-9945-765d8d48dec0,"On Wednesday, the total of National Guard and Reserve members called to active duty worldwide stood at 154,603.","As of yesterday, the total number of National Guard and Reserve troops called to duty worldwide stood at 154,603.","[6, 6, 25, 29, 30]","[0, 0, 0, 29, 6, 29, 29, 29, 29, 29, 6, 29, 29, 25, 29, 29, 29, 29, 29, 29]","[29, 29, 29, 29, 25, 6, 6, 25, 25, 25, 25, 25, 6, 25, 25, 25, 25, 25, 25, 25, 25]","['On', 'Wednesday', ',', 'the', 'total', 'of', 'National', 'Guard', 'and', 'Reserve', 'members', 'called', 'to', 'active', 'duty', 'worldwide', 'stood', 'at', '154,603', '.']","['As', 'of', 'yesterday', ',', 'the', 'total', 'number', 'of', 'National', 'Guard', 'and', 'Reserve', 'troops', 'called', 'to', 'duty', 'worldwide', 'stood', 'at', '154,603', '.\n']"
94483a31-c44d-4ab1-ae14-bb8ccacaaf9e,"Most of that - $51 billion - was for American troops in Iraq, while another $10 billion was for U.S. forces in Afghanistan.","Most of that – $US51 billion – was for American troops in Iraq, while another $US10 billion was for US forces in Afghanistan.","[4, 8, 29, 21]","[21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21]","[21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21]","['Most', 'of', 'that', '-', '$', '51', 'billion', '-', 'was', 'for', 'American', 'troops', 'in', 'Iraq', ',', 'while', 'another', '$', '10', 'billion', 'was', 'for', 'U.S.', 'forces', 'in', 'Afghanistan', '.']","['Most', 'of', 'that', '–', '$', 'US51', 'billion', '–', 'was', 'for', 'American', 'troops', 'in', 'Iraq', ',', 'while', 'another', '$', 'US10', 'billion', 'was', 'for', 'US', 'forces', 'in', 'Afghanistan', '.\n']"
0ea3f774-6aae-4b99-aacc-26fb218d48a3,"Hill, 50, would be the first person executed for killing an abortion doctor.","On Wednesday, Hill is scheduled to become the first person executed for murdering an abortion doctor.","[6, 6, 6, 25, 25, 29]","[25, 25, 25, 25, 6, 6, 25, 25, 25, 25, 25, 6, 25, 25, 25, 25]","[25, 25, 25, 25, 6, 6, 6, 6, 25, 25, 25, 25, 25, 6, 25, 25, 25, 25]","['Hill', ',', '50', ',', 'would', 'be', 'the', 'first', 'person', 'executed', 'for', 'killing', 'an', 'abortion', 'doctor', '.']","['On', 'Wednesday', ',', 'Hill', 'is', 'scheduled', 'to', 'become', 'the', 'first', 'person', 'executed', 'for', 'murdering', 'an', 'abortion', 'doctor', '.\n']"
3d429173-af7f-4cae-86b5-0ef8c446d3b6,"Jewish and Muslim leaders expressed horror at the proposals, which have not been approved.","Jewish and Muslim leaders objected to the proposals, which were never approved.","[6, 6, 6, 1, 29]","[29, 29, 29, 29, 6, 6, 6, 29, 29, 29, 29, 1, 6, 1, 1, 29]","[29, 29, 29, 29, 6, 6, 29, 29, 29, 29, 1, 6, 1, 29]","['Jewish', 'and', 'Muslim', 'leaders', 'expressed', 'horror', 'at', 'the', 'proposals', ',', 'which', 'have', 'not', 'been', 'approved', '.']","['Jewish', 'and', 'Muslim', 'leaders', 'objected', 'to', 'the', 'proposals', ',', 'which', 'were', 'never', 'approved', '.\n']"
0bf3c2be-28ed-4114-904e-28403c4e1550,"Downstream at Mount Vernon, the Skagit River was expected to crest at 36 feet -- 8 feet above flood stage -- tonight, Burke said.","The Skagit was expected to crest during the night at 38 feet at Mount Vernon, 10 feet above flood stage, the National Weather Service said.","[7, 7, 6, 7, 26, 26, 25, 29, 30, 21]","[25, 26, 26, 26, 26, 29, 7, 7, 29, 29, 29, 29, 29, 30, 29, 0, 7, 29, 29, 29, 29, 0, 26, 29, 7, 29, 29]","[30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30]","['Downstream', 'at', 'Mount', 'Vernon', ',', 'the', 'Skagit', 'River', 'was', 'expected', 'to', 'crest', 'at', '36', 'feet', '--', '8', 'feet', 'above', 'flood', 'stage', '--', 'tonight', ',', 'Burke', 'said', '.']","['The', 'Skagit', 'was', 'expected', 'to', 'crest', 'during', 'the', 'night', 'at', '38', 'feet', 'at', 'Mount', 'Vernon', ',', '10', 'feet', 'above', 'flood', 'stage', ',', 'the', 'National', 'Weather', 'Service', 'said', '.\n']"
92622355-cd97-4948-8979-2fed8e8e183b,"""And the swagger of a president who says 'Bring 'em on' does not bring our troops peace or safety.""","And the swagger of a president saying `bring `em on' will never bring peace,"" Kerry said.","[5, 6, 1, 2, 18, 8, 25, 25, 29, 21]","[29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29]","[29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29]","['``', 'And', 'the', 'swagger', 'of', 'a', 'president', 'who', 'says', ""'Bring"", ""'em"", 'on', ""'"", 'does', 'not', 'bring', 'our', 'troops', 'peace', 'or', 'safety', '.', ""''""]","['And', 'the', 'swagger', 'of', 'a', 'president', 'saying', '`bring', '`em', 'on', ""'"", 'will', 'never', 'bring', 'peace', ',', ""''"", 'Kerry', 'said', '.\n']"
69492098-7e06-42a3-ac9c-e0b470bdd553,Trading in Loral was halted yesterday; the shares closed on Monday at $3.01.,"The New York Stock Exchange suspended trading yesterday in Loral, which closed at $3.01 Friday.","[5, 14, 18, 29, 30, 21]","[21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21]","[21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21]","['Trading', 'in', 'Loral', 'was', 'halted', 'yesterday', ';', 'the', 'shares', 'closed', 'on', 'Monday', 'at', '$', '3.01', '.']","['The', 'New', 'York', 'Stock', 'Exchange', 'suspended', 'trading', 'yesterday', 'in', 'Loral', ',', 'which', 'closed', 'at', '$', '3.01', 'Friday', '.\n']"
b24b03ea-f1b1-425c-9e63-d88a7f0fd972,"During the fiscal second quarter, Cisco earned $991 million, or 14 cents a share, on sales of $4.7 billion.","Cisco reported earnings of $987 million, or 14 cents a share, on revenue of $4.62 billion for the quarter ending in April.","[6, 3, 29, 30, 30, 30]","[30, 30, 30, 30, 30, 30, 29, 3, 29, 30, 29, 29, 29, 29, 29, 29, 29, 29, 29, 6, 29, 29, 30, 29, 29]","[29, 0, 3, 0, 29, 30, 29, 29, 29, 29, 29, 29, 29, 29, 29, 6, 29, 29, 30, 29, 30, 30, 30, 30, 30, 30, 29]","['During', 'the', 'fiscal', 'second', 'quarter', ',', 'Cisco', 'earned', '$', '991', 'million', ',', 'or', '14', 'cents', 'a', 'share', ',', 'on', 'sales', 'of', '$', '4.7', 'billion', '.']","['Cisco', 'reported', 'earnings', 'of', '$', '987', 'million', ',', 'or', '14', 'cents', 'a', 'share', ',', 'on', 'revenue', 'of', '$', '4.62', 'billion', 'for', 'the', 'quarter', 'ending', 'in', 'April', '.\n']"
2c527b58-d868-436d-839f-c3bc8b235f18,"Passenger Keith Charlton, who helped tackle the man, last night praised the efforts of the injured chief flight attendant, known to passengers as Greg.","Passenger Keith Charlton, who also tackled the attacker, praised the efforts of the injured chief flight attendant.","[6, 6, 25, 25, 29]","[0, 0, 0, 0, 0, 6, 6, 6, 6, 0, 25, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[25, 25, 25, 25, 25, 6, 6, 6, 6, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25]","['Passenger', 'Keith', 'Charlton', ',', 'who', 'helped', 'tackle', 'the', 'man', ',', 'last', 'night', 'praised', 'the', 'efforts', 'of', 'the', 'injured', 'chief', 'flight', 'attendant', ',', 'known', 'to', 'passengers', 'as', 'Greg', '.']","['Passenger', 'Keith', 'Charlton', ',', 'who', 'also', 'tackled', 'the', 'attacker', ',', 'praised', 'the', 'efforts', 'of', 'the', 'injured', 'chief', 'flight', 'attendant', '.\n']"
60eda550-f41d-461a-8a95-f05aebf166dd,"Mr Eddington warned yesterday that the future of the airline was ""in the hands of the negotiators"".","""The future of BA is in the hands of the negotiators,"" Eddington told British Broadcasting Corp. television on Sunday.","[6, 6, 11, 1, 25, 29, 30, 21, 22]","[21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21]","[21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21]","['Mr', 'Eddington', 'warned', 'yesterday', 'that', 'the', 'future', 'of', 'the', 'airline', 'was', '``', 'in', 'the', 'hands', 'of', 'the', 'negotiators', ""''"", '.']","['``', 'The', 'future', 'of', 'BA', 'is', 'in', 'the', 'hands', 'of', 'the', 'negotiators', ',', ""''"", 'Eddington', 'told', 'British', 'Broadcasting', 'Corp.', 'television', 'on', 'Sunday', '.\n']"
f342530e-aa7b-4adc-b271-620b50b4cf6e,"The European Union was due Monday to demand Iran accept ""urgently and unconditionally"" tougher nuclear inspections and to link compliance with a pending trade deal.","The European Union was due on Monday to demand that Iran accept ""urgently and unconditionally"" tougher inspections of its nuclear program, linking compliance to a pending trade deal.","[6, 11, 11, 24, 18, 29]","[29, 29, 29, 29, 29, 18, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 18, 18, 18, 18, 18, 29, 18, 29, 29, 29, 29, 29]","[29, 29, 29, 29, 29, 18, 18, 29, 29, 18, 29, 29, 29, 29, 29, 29, 29, 29, 18, 18, 18, 18, 18, 18, 18, 29, 18, 29, 29, 29, 29, 29]","['The', 'European', 'Union', 'was', 'due', 'Monday', 'to', 'demand', 'Iran', 'accept', '``', 'urgently', 'and', 'unconditionally', ""''"", 'tougher', 'nuclear', 'inspections', 'and', 'to', 'link', 'compliance', 'with', 'a', 'pending', 'trade', 'deal', '.']","['The', 'European', 'Union', 'was', 'due', 'on', 'Monday', 'to', 'demand', 'that', 'Iran', 'accept', '``', 'urgently', 'and', 'unconditionally', ""''"", 'tougher', 'inspections', 'of', 'its', 'nuclear', 'program', ',', 'linking', 'compliance', 'to', 'a', 'pending', 'trade', 'deal', '.\n']"
78ceae2e-b281-401c-97c8-aae6f0f0c344,"He added that we are ""not going to make progress if we don't broaden the tent.""",He added Democrats are not going to make progress if we dont broaden the tent.,"[6, 25, 29, 21]","[29, 29, 25, 6, 29, 0, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 0]","[25, 25, 6, 25, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 25]","['He', 'added', 'that', 'we', 'are', '``', 'not', 'going', 'to', 'make', 'progress', 'if', 'we', 'do', ""n't"", 'broaden', 'the', 'tent', '.', ""''""]","['He', 'added', 'Democrats', 'are', 'not', 'going', 'to', 'make', 'progress', 'if', 'we', 'dont', 'broaden', 'the', 'tent', '.\n']"
eec90750-483b-4016-a479-c3934ef87a02,"Median household income declined 1.1 percent between 2001 and 2002 to $42,409.","The median household earned income fell $500 over the same period to $42,400.","[6, 6, 11, 25, 29, 30, 30]","[11, 11, 11, 6, 30, 30, 6, 6, 6, 6, 25, 25, 29, 25]","[11, 11, 11, 25, 11, 6, 0, 0, 6, 6, 6, 6, 29, 29, 30, 29]","['Median', 'household', 'income', 'declined', '1.1', 'percent', 'between', '2001', 'and', '2002', 'to', '$', '42,409', '.']","['The', 'median', 'household', 'earned', 'income', 'fell', '$', '500', 'over', 'the', 'same', 'period', 'to', '$', '42,400', '.\n']"
80ce1180-d520-4552-9e19-7c6259b0fb8d,"A year or two later, 259, or 10 per cent, of the youths reported that they had started to smoke, or had taken just a few puffs.","Within two years, 259, or 10 percent, of the youths reported they had started to smoke or had at least taken a few puffs.","[6, 6, 25, 29, 21]","[6, 6, 6, 6, 6, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 25, 29, 29, 29, 29, 29, 0, 29, 29, 29, 6, 29, 29, 29, 29]","[6, 6, 6, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 25]","['A', 'year', 'or', 'two', 'later', ',', '259', ',', 'or', '10', 'per', 'cent', ',', 'of', 'the', 'youths', 'reported', 'that', 'they', 'had', 'started', 'to', 'smoke', ',', 'or', 'had', 'taken', 'just', 'a', 'few', 'puffs', '.']","['Within', 'two', 'years', ',', '259', ',', 'or', '10', 'percent', ',', 'of', 'the', 'youths', 'reported', 'they', 'had', 'started', 'to', 'smoke', 'or', 'had', 'at', 'least', 'taken', 'a', 'few', 'puffs', '.\n']"
294dfa1b-4c11-497e-8074-9b0cda0be645,"Georgia cannot afford to not get funding,"" said Dr. Melinda Rowe, Chatham County's health director.","Georgia cannot afford to not get funding,"" said county health director Dr. Melinda Rowe.","[18, 8, 25, 29]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 18, 18, 18, 25, 8, 18, 18, 18, 0]","[25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 8, 18, 18, 18, 18, 18, 25]","['Georgia', 'can', 'not', 'afford', 'to', 'not', 'get', 'funding', ',', ""''"", 'said', 'Dr.', 'Melinda', 'Rowe', ',', 'Chatham', 'County', ""'s"", 'health', 'director', '.']","['Georgia', 'can', 'not', 'afford', 'to', 'not', 'get', 'funding', ',', ""''"", 'said', 'county', 'health', 'director', 'Dr.', 'Melinda', 'Rowe', '.\n']"
