id,sentence,sentiment
5d8247e1-1bdf-431e-9664-70979a0d872f,Charlotte Sometimes is a brilliant movie .,4
78d45a53-4aaf-4454-8358-3df378c5b8ac,One of the most exciting action films to come out of China in recent years .,4
d045fe7b-9e32-4566-8f3b-368609d7f008,Tsai Ming-liang 's ghosts are painfully aware of their not-being .,2
b5fcc947-20f2-4670-bb78-b2eec9299749,"These self-styled athletes have banged their brains into the ground so frequently and furiously , their capacity to explain themselves has gone the same way as their natural instinct for self-preservation .",1
2ddb92e9-d9f2-445f-a589-558043f65b4c,"An inept , tedious spoof of '70s kung fu pictures , it contains almost enough chuckles for a three-minute sketch , and no more .",0
57d3a649-a109-41ee-a775-94843a46c28a,"It 's light on the chills and heavy on the atmospheric weirdness , and there are moments of jaw-droppingly odd behavior -- yet I found it weirdly appealing .",3
0b0f1dae-dc79-4870-a34b-5366e408b160,"If your senses have n't been dulled by slasher films and gorefests , if you 're a connoisseur of psychological horror , this is your ticket .",3
2986cbc8-6c55-499d-8af9-2211bfb40937,"A broadly played , lowbrow comedy in which the cast delivers mildly amusing performances and no farm animals were injured by any of the gags .",3
00de536f-7d87-4dc3-b472-c027e57f1ce3,Buries an interesting storyline about morality and the choices we make underneath such a mountain of clichés and borrowed images that it might more accurately be titled Mr. Chips off the Old Block .,0
67b2bda5-a185-4c5b-9a37-2a6507ae7e69,At best this is a film for the under-7 crowd .,1
a2a21469-41f7-4353-becf-96b955a7aad3,We 're drawn in by the dark luster .,3
bb17582e-7dcb-4dd7-8c6d-9c3aabc1ad52,Too clumsy in key moments ... to make a big splash .,1
d3bd4ec9-4d50-47d7-b89a-1bce6839ba21,"Buy is an accomplished actress , and this is a big , juicy role .",3
10ab9d22-c4ff-4de2-8093-edd92a08496d,"As with so many merchandised-to-the-max movies of this type , more time appears to have gone into recruiting the right bands for the playlist and the costuming of the stars than into the script , which has a handful of smart jokes and not much else .",1
81a462e1-6021-4e86-a8c9-efa98dba6607,An awkward and indigestible movie .,1
cab79d3d-b481-49e8-bc59-83c1b168d509,Gloriously goofy ( and gory ) midnight movie stuff .,3
8e05e88b-410e-48bc-9d84-21469e4ae461,Both the crime story and the love story are unusual .,2
b5ddef1c-7e6a-4642-aa6c-08554eb9055e,A savvy exploration of paranoia and insecurity in America 's culture of fear .,4
dc1314c0-ab1b-4e33-ad68-35eeff72b42c,"The actors are appealing , but Elysian Fields is idiotic and absurdly sentimental .",2
dff67d9d-d076-4f2b-9d70-ca4eb706eb4f,You 'd have to be a most hard-hearted person not to be moved by this drama .,3
142aaa8e-1113-40b2-af65-69136fb0bea0,But fans should have fun meeting a brand-new Pokemon called Celebi .,3
5e9899bb-3bed-41ab-8f14-b4b4a2eae851,Psychologically savvy .,3
75fc898d-c1fa-4821-a03d-10ab09fc884a,I do n't blame Eddie Murphy but should n't Owen Wilson know a movie must have a story and a script ?,0
f24ec41b-7263-4241-aee9-57872cc89c69,"It 's provocative stuff , but the speculative effort is hampered by Taylor 's cartoonish performance and the film 's ill-considered notion that Hitler 's destiny was shaped by the most random of chances .",1
f9f0ed64-96fb-45b7-a791-8eee473302da,"This is a movie that starts out like Heathers , then becomes Bring it On , then becomes unwatchable .",1
4ad52bb7-46e9-4aca-8389-00c59ffb99d0,"Even if you 've seen `` Stomp '' ( the stage show ) , you still have to see this !",4
26eb6728-615b-4622-8265-71269b4388e5,The movie sticks much closer to Hornby 's drop-dead confessional tone than the film version of High Fidelity did .,2
c3eb6f03-2589-40a0-aa4d-ffd77d5b2dc7,Banal and predictable .,0
0b3c2eb2-f89d-47bf-a25d-eca2c66578d8,"Sustains its dreamlike glide through a succession of cheesy coincidences and voluptuous cheap effects , not the least of which is Rebecca Romijn-Stamos .",1
c859c190-8e6c-4f3a-9ca1-d71ea0b326e2,She allows each character to confront their problems openly and honestly .,3
14ff1264-1588-4e3d-83cc-f94dd97b78b2,"The audience when I saw this one was chuckling at all the wrong times , and that 's a bad sign when they 're supposed to be having a collective heart attack .",1
933dec45-6478-4b22-b0ce-9c1d7dc52e31,... one of the most entertaining monster movies in ages ...,4
1027654c-ef15-42f2-8646-df2113e573d4,"What I saw , I enjoyed .",4
74d5192a-b3a6-4916-ae34-6df33a590195,A terrific insider look at the star-making machinery of tinseltown .,3
7159c70a-32b2-4f33-a9ee-9ad7469c2e7c,Overall tomfoolery like this is a matter of taste .,1
87a03f42-18ef-48a8-8a6a-1f3082fc0b88,"What Madonna does here ca n't properly be called acting -- more accurately , it 's moving and it 's talking and it 's occasionally gesturing , sometimes all at once .",1
795be3d7-7c7c-4ab1-a179-314ead99a50e,"Fairy-tale formula , serves as a paper skeleton for some very good acting , dialogue , comedy , direction and especially charm .",4
76df7953-eea3-4d8b-9cc3-353fabee166a,A gripping drama .,4
714d139f-74c5-463d-9e09-a0932e22e26f,If Sinise 's character had a brain his ordeal would be over in five minutes but instead the plot goes out of its way to introduce obstacles for him to stumble over .,2
d221055a-1128-4a5b-9527-5dd70f9a9768,Bigelow offers some flashy twists and turns that occasionally fortify this turgid fable .,3
61c8b4b9-28f5-441b-8e64-116a1f845178,"The picture , scored by a perversely cheerful Marcus Miller accordion\/harmonica\/banjo abomination , is a monument to bad in all its florid variety .",1
98d09789-07ab-4cdc-bb86-afbd1e11f9f4,An occasionally interesting but mostly repetitive look at a slice of counterculture that might be best forgotten .,1
f8f4edde-1cf6-4424-92d9-520081f2f414,Otto-Sallies has a real filmmaker 's eye .,3
30ef9fdc-8656-4ed3-b977-16894aba8bf8,"Both stars manage to be funny , but , like the recent I Spy , the star chemistry begs the question of whether random gags add up to a movie .",2
70015ed1-ce61-4c3e-9ca3-55d479a7b010,U.S. audiences may find ( Attal and Gainsbourg 's ) unfamiliar personas give the film an intimate and quaint reality that is a little closer to human nature than what Hollywood typically concocts .,3
6f0f7a9a-61a4-4833-b547-b8ca5ef7b425,The most offensive thing about the movie is that Hollywood expects people to pay to see it .,0
31c76b6f-431d-4485-8224-8470648d4027,"Lucky Break is perfectly inoffensive and harmless , but it 's also drab and inert .",2
abe9a9ed-6a8a-4a6f-9e3c-7420901f99d5,"Takes one character we do n't like and another we do n't believe , and puts them into a battle of wills that is impossible to care about and is n't very funny .",2
0f00f70c-c0a5-42d4-aa52-72178f832805,Schneidermeister ... Makin ' a fool of himself ... Losin ' his fan base ...,1
295408bf-db9a-41bb-ab15-19e2a2e8a493,Australian actor\/director John Polson and award-winning English cinematographer Giles Nuttgens make a terrific effort at disguising the obvious with energy and innovation .,3
150135eb-1aed-4289-849a-0e36d1b22b9e,"If this disposable tissue has one wild card , it 's John Turturro , who 's simply fab as a Spanish butler with a foot fetish .",2
48509eca-3f06-4cab-b5af-7b2babf602a4,"Even in this less-than-magic kingdom , Reese rules .",2
5c0d4dca-bccc-454e-8653-ed7e88765eba,Obvious .,1
22ffa642-0679-4291-8b71-b341934e7de2,A low-rent retread of the Alien pictures .,1
c8abc4d8-3ca0-420a-9fba-a95b1242085e,"Writer\/director Joe Carnahan 's grimy crime drama is a manual of precinct cliches , but it moves fast enough to cover its clunky dialogue and lapses in logic .",3
8c23d46c-105a-420d-a0d6-fd421953f9bc,What begins brightly gets bogged down over 140 minutes .,1
1bdeba55-a5ab-443c-8a2c-5853c2475eef,Smith finds amusing juxtapositions that justify his exercise .,3
61a8f5c9-1247-479a-8d2c-5f23f57ea222,"The great pity is that those responsible did n't cut their losses -- and ours -- and retitle it The Adventures of Direct-to-Video Nash , and send it to its proper home .",1
21e08f2d-80c2-457e-a3d5-5298c1d2123d,"Cox offers plenty of glimpses at existing photos , but there are no movies of Nijinsky , so instead the director treats us to an aimless hodgepodge .",0
feb03809-184e-4b44-9015-3101461e4f66,"An erotic thriller that 's neither too erotic nor very thrilling , either .",0
4836684c-07eb-4abb-bc67-65900145d446,A soul-stirring documentary about the Israeli\/Palestinian conflict as revealed through the eyes of some children who remain curious about each other against all odds .,4
7c913781-a856-4461-b23d-c511c986abf0,The Bourne Identity is what summer screen escapism used to be in the decades when it was geared more to grownups .,3
02931809-b6a2-428b-93ae-1b0030bb129d,"Obviously , a lot of people wasted a lot of their time ( including mine ) on something very inconsequential .",1
0cc2769d-55d5-4c56-bcf3-f84fac6a9591,It 's good to see Michael Caine whipping out the dirty words and punching people in the stomach again .,3
bdc9a231-1687-492e-844b-1b2d118f16ed,"The predominantly amateur cast is painful to watch , so stilted and unconvincing are the performances .",0
76267761-7467-4666-ad1c-04471f8b1594,The film has a terrific look and Salma Hayek has a feel for the character at all stages of her life .,4
29fc54bb-d6cb-4828-a3ea-b49fb8de9874,The performances are uniformly good .,3
bfd28d29-3ccb-4916-9362-f0aa389c11f5,The observations of this social\/economic\/urban environment are canny and spiced with irony .,3
d778d4ac-6040-4dc5-80cd-c225d734089c,But they lack their idol 's energy and passion for detail .,1
dbfb7f7b-53b6-430f-b218-25e0cb8aff1e,The best movie in many a moon about the passions that sometimes fuel our best achievements and other times leave us stranded with nothing more than our lesser appetites .,3
8ed9966d-da8d-430f-aeb1-e0e0f7543ce3,Oliveira seems to pursue silent film representation with every mournful composition .,2
98f508ba-4076-4ac0-9d73-91555a0a8c68,"When the movie mixes the cornpone and the Cosa Nostra , it finds a nice rhythm .",3
8ad12e3b-bda1-4347-b1dd-58afad32716a,Good ol' urban legend stuff .,3
0a0cf334-c3f2-43cd-b8a3-48fc14cc5f80,A didactic and dull documentary glorifying software anarchy .,0
fb17959a-81b3-4a97-8c35-a721e08673b4,Nothing more than a widget cranked out on an assembly line to see if stupid Americans will get a kick out of goofy Brits with cute accents performing ages-old slapstick and unfunny tricks .,1
4d79c2f5-287c-480e-8d15-aaf715fe02a3,"It 's both degrading and strangely liberating to see people working so hard at leading lives of sexy intrigue , only to be revealed by the dispassionate Gantz brothers as ordinary , pasty lumpen .",3
c917ef57-0388-4417-8975-c2af54aa05c7,"An absorbing , slice-of-depression life that touches nerves and rings true .",3
47de5bbc-923a-4426-a92c-dad72eb1a6a4,My Wife 's plotting is nothing special ; it 's the delivery that matters here .,2
ba759a57-cd4f-4e89-a079-b538a3a21b2d,"It 's an entertaining movie , and the effects , boosted to the size of a downtown hotel , will all but take you to outer space .",3
f3078053-f194-4985-a6f8-5a14d0b9ab46,"If horses could fly , this is surely what they 'd look like .",2
c1380a41-3d62-43be-981e-a648d518d6b2,"I realized that no matter how fantastic Reign of Fire looked , its story was making no sense at all .",2
ca1d52d8-aaa9-4f11-9879-e47b87ae9946,I love the opening scenes of a wintry New York City in 1899 .,3
ae64c25e-42da-403c-9b7d-171122cd55b3,"Washington overcomes the script 's flaws and envelops the audience in his character 's anguish , anger and frustration .",3
e5a57713-dc54-4555-8716-50e33f2e91f0,"Apparently designed as a reverie about memory and regret , but the only thing you 'll regret is remembering the experience of sitting through it .",1
63b631c9-0ac8-4fe8-b129-2fa157e26ada,Maguire is a surprisingly effective Peter\/Spider-Man .,3
e34d9bd8-4bb9-43bf-b9f9-c3ebf608b9e1,But it 's defiantly and delightfully against the grain .,3
fa5e22ca-b7c9-4ec6-9265-0fcf1dca21d0,"This is a particularly toxic little bonbon , palatable to only a chosen and very jaundiced few .",1
49a4451b-1a75-4c18-80fc-5692c0b4ce8f,Frank Capra played this story straight .,3
a8fd9132-851e-4ff5-82b7-a060315803f7,"As exciting as all this exoticism might sound to the typical Pax viewer , the rest of us will be lulled into a coma .",0
f9a5c749-5518-4a3a-9c5a-66b7900aa01e,"There 's not much to Fatale , outside of its stylish surprises ... but that 's OK .",2
f3507080-820e-46c1-ae96-724aedc4a452,A wild ride with eight boarders from Venice Beach that was a deserved co-winner of the Audience Award for documentaries at the Sundance Film Festival .,4
8ccfc9c4-5326-4414-9dfc-3b75a3925c77,"Problem is , we have no idea what in creation is going on .",1
52ebe00f-02e1-4b83-8a2a-fb1943883cb8,"Very special effects , brilliantly bold colors and heightened reality ca n't hide the giant Achilles ' heel in `` Stuart Little 2 `` : There 's just no story , folks .",1
758b83a6-6d1b-4e11-9eee-ff60ec5eb390,"Its direction , its script , and Weaver 's performance as a vaguely discontented woman of substance make for a mildly entertaining 77 minutes , if that 's what you 're in the mood for .",3
301ce754-a232-4771-acdc-78ed71c0722b,"The fact is that the screen is most alive when it seems most likely that Broomfield 's interviewees , or even himself , will not be for much longer .",3
ecab4e78-b866-4b1d-a1ef-2023943164ef,"The movie is genial but never inspired , and little about it will stay with you .",1
6565770d-4f5f-4346-a71d-b3f486cec5ff,Highly engaging .,4
01260181-6abe-450b-b1cd-deb033504fd4,It 's virtually impossible to like any of these despicable characters .,1
a6b1ea99-e2f7-47af-931e-6d385c0d5569,"Occasionally funny , always very colorful and enjoyably overblown in the traditional Almodóvar style .",4
d64b1f4a-2754-4ea5-9279-19a45d482cc5,The only excitement comes when the credits finally roll and you get to leave the theater .,0
8028d031-896f-4172-bdf4-af9187067d9a,But I do .,2
0a8b3595-af39-4674-b4af-e034dd299545,"As each of them searches for their place in the world , Miller digs into their very minds to find an unblinking , flawed humanity .",3
eab37e70-0923-49ef-b854-95a9a2fffbbf,"Lovingly choreographed bloodshed taking place in a pristine movie neverland , basically .",3
791ef49c-4c2f-4c79-ac35-d7e5b60abd7e,... a polished and relatively sincere piece of escapism .,4
3bcb7f3c-7aa2-4742-9185-0873ebc9ebf9,"One of the most haunting , viciously honest coming-of-age films in recent memory .",3
c36c1292-6fd6-4a7e-b934-cd384c85d601,They takes a long time to get to its gasp-inducing ending .,2
a9cbe921-52db-4585-8f56-63a5aa86fd32,Moore provides an invaluable service by sparking debate and encouraging thought .,4
a371fa99-f62d-41e9-992f-985073355b9e,"Shot largely in small rooms , the film has a gentle , unforced intimacy that never becomes claustrophobic .",4
fd304292-c215-4a41-8cb1-3863701ca535,"Chris Columbus ' sequel is faster , livelier and a good deal funnier than his original .",3
531a7e29-e299-45a8-806b-7af3898f7776,The film is really closer to porn than a serious critique of what 's wrong with this increasingly pervasive aspect of gay culture .,1
94eef041-a8f6-4f9b-91e5-2ec448452040,"Tully is in many ways the perfect festival film : a calm , self-assured portrait of small town regret , love , duty and friendship that appeals to the storytelling instincts of a slightly more literate filmgoing audience .",4
8164dabe-5b70-400f-b5c9-4edad350f56e,... another example of how Sandler is losing his touch .,1
99018373-8c38-41e9-89b5-bc49f013b31d,"Whether or not you 're enlightened by any of Derrida 's lectures on `` the other '' and `` the self , '' Derrida is an undeniably fascinating and playful fellow .",4
e5715480-4bd5-4079-9548-2ae8ca2b6f5d,"Starts out mediocre , spirals downward , and thuds to the bottom of the pool with an utterly incompetent conclusion .",0
c5741e79-cf85-4edb-8055-e96d84983810,"A clumsily manufactured exploitation flick , a style-free exercise in manipulation and mayhem .",1
42d3f541-3a10-415a-ab6e-4ea161660a7a,"Payne constructs a hilarious ode to middle America and middle age with this unlikely odyssey , featuring a pathetic , endearing hero who is all too human .",3
69f8851d-6719-46a5-99b6-bc375569bb6c,This version of H.G. Wells ' Time Machine was directed by H.G. Wells ' great-grandson .,2
3cbb7454-8229-46a6-bd96-2d3646dcbf6b,"Judging by those standards , ` Scratch ' is a pretty decent little documentary .",3
1899e397-8429-4ba3-b3fd-baf7f61ffeaf,The movie is a mess from start to finish .,1
46508148-d10e-443d-b160-b5f19ec81930,"this film is not a love letter for the slain rappers , it 's a taunt - a call for justice for two crimes from which many of us have not yet recovered .",2
01d80d08-ca9f-4f6a-8136-50701676c2a8,"Not as good as the original , but what is ...",2
e31a7999-2869-4e56-a137-ac5a15e1c418,"I liked the original short story but this movie , even at an hour and twenty-some minutes , it 's too long and it goes nowhere .",0
4e4fb80f-40b9-49ee-9dd5-380cfbbc7837,"A dull , simple-minded and stereotypical tale of drugs , death and mind-numbing indifference on the inner-city streets .",0
0c5c6b38-95cb-4fea-ab40-c5386e574001,There has always been something likable about the Marquis de Sade .,3
7aee71f0-551b-43f6-bf64-2323a6df754c,"Since the movie is based on a Nicholas Sparks best seller , you know death is lurking around the corner , just waiting to spoil things .",2
5a998d64-11f8-4b5a-ae4b-bab186e63e9f,"The unique tug-of-war with viewer expectations is undeniable , if not a pleasure in its own right .",4
91876e3f-3d5e-4212-9969-69361dcc54e9,"Prurient playthings aside , there 's little to love about this English trifle .",1
997f21fe-af12-4af4-afd6-dfc6894f445e,`` Not really as bad as you might think ! '',2
0d8e6eba-6961-4856-9d64-084ada0bb59a,"The WWII drama is well plotted , visually striking and filled with enjoyably complex characters who are never what they first appear .",4
db98f92f-2e54-4a8e-a5d0-7cea7a697932,"Feels shrill , simple and soapy .",1
7d15a7b8-07c9-4f71-af9e-8b46fe8625de,it may play well as a double feature with mainstream foreign mush like My Big Fat Greek Wedding,2
dd628158-2242-4250-9acd-bd2242b49519,Merry friggin ' Christmas !,2
78800088-83bb-44f2-b60b-8c3ce76bc5a6,"Although fairly involving as far as it goes , the film does n't end up having much that is fresh to say about growing up Catholic or , really , anything .",1
8b9700d3-4d7c-4c83-b9f4-0663a3e4be01,But it 's worth the concentration .,3
ab968bd4-a093-4164-8c04-c6af4d13512a,"This is as respectful a film as Byatt fans could hope for , though lovers of the book may wonder why it 's necessary .",2
a1e8de8b-7b5e-421e-a64f-0f398233c313,About as cutting-edge as Pet Rock : The Movie .,0
675426b5-3da0-4b73-a1d5-ebfe9677de5b,Bow 's best moments are when he 's getting busy on the basketball court because that 's when he really scores .,4
f0248632-9beb-449c-a5dc-084439bd8912,"Visually imaginative , thematically instructive and thoroughly delightful , it takes us on a roller-coaster ride from innocence to experience without even a hint of that typical kiddie-flick sentimentality .",4
9789b913-1886-4f6b-abdb-de5fdcc82d35,"So much facile technique , such cute ideas , so little movie .",3
866d37b9-ef96-4a00-849b-ed369aa8af76,"Once one experiences Mr. Haneke 's own sadistic tendencies toward his audience , one is left with a sour taste in one 's mouth , and little else .",0
55cd003a-8db1-40bd-86da-0c4fcbc3c2f2,K-19 exploits our substantial collective fear of nuclear holocaust to generate cheap Hollywood tension .,0
38ab6ff5-9f67-43bd-a755-7302256c6634,"To work , love stories require the full emotional involvement and support of a viewer .",2
31b8d9a3-7ad9-41dd-a08b-1f719ec4cd12,"That neither protagonist has a distinguishable condition hardly matters because both are just actory concoctions , defined by childlike dimness and a handful of quirks .",1
2a76e657-42ff-454f-8a01-17ad31238ec4,A fascinating and fun film .,4
36b1890a-e7f5-4331-9965-aa929dda9a6e,"After sitting through this sloppy , made-for-movie comedy special , it makes me wonder if Lawrence hates criticism so much that he refuses to evaluate his own work .",0
e161524e-f59f-48dd-8a73-8e457df20c14,"Young Hanks and Fisk , who vaguely resemble their celebrity parents , bring fresh good looks and an ease in front of the camera to the work .",4
82d7608b-207b-405e-8be3-2a152ac1ef44,"These characters are so well established that the gang feels comfortable with taking insane liberties and doing the goofiest stuff out of left field , and I 'm all for that .",3
419e0cdb-2394-4762-9e35-28c6f39b8919,The entire movie establishes a wonderfully creepy mood .,4
adbad675-d049-4758-a9be-7f88ab470206,"Not every animated film from Disney will become a classic , but forgive me if I 've come to expect more from this studio than some 79-minute after-school `` cartoon '' .",1
38e9e639-81e9-4e2c-9ecf-2028b7106e48,Bogdanovich tantalizes by offering a peep show into the lives of the era 's creme de la celluloid .,3
25f094f7-c99f-4993-84a3-e5b1cca75cad,"There 's something deeply creepy about Never Again , a new arrow in Schaeffer 's quiver of ineptitudes .",2
9116952a-8e0f-45f2-a4ab-3dd7c564f8e3,"In some ways , Lagaan is quintessential Bollywood .",2
8358ded5-91cd-4a3d-8084-c5cc5fb5733c,"It 's too self-important and plodding to be funny , and too clipped and abbreviated to be an epic .",1
668ac57f-923c-4f9e-8061-00d842336fc1,You expect more from director Michael Apted ( Enigma ) and screenwriter Nicholas Kazan ( Reversal of Fortune ) than this cliche pileup .,0
be5c7bd2-0f22-435e-b1b6-f12c612ba944,The way Coppola professes his love for movies -- both colorful pop junk and the classics that unequivocally qualify as art -- is giddily entertaining .,4
c0a2a2cc-57f2-4217-b530-4c6d2e5b01f7,"As the sulking , moody male hustler in the title role , ( Franco ) has all of Dean 's mannerisms and self-indulgence , but none of his sweetness and vulnerability .",1
9892a164-ab07-4eb2-8cc5-2a177fcc048b,A movie that the less charitable might describe as a castrated cross between Highlander and Lolita .,1
5c769d6d-d2f7-4d7b-b429-49f0102dcfd5,These characters become wearisome .,1
50c1ec5e-6578-4a4f-8fe1-c744450d317f,"Lasker 's canny , meditative script distances sex and love , as Byron and Luther ... realize they ca n't get no satisfaction without the latter .",3
c1af6d12-b811-4136-bd84-3cefa3773159,But it does have one saving grace .,3
9855ca81-4b5e-492a-a56c-4d6b82db6194,Spend your Benjamins on a matinee .,2
164f8350-009c-46c9-99bf-2d3cae4d180d,Smith is careful not to make fun of these curious owners of architectural oddities .,2
c1eabe57-6dfa-47f5-968a-2954d695c15b,It 's neither as romantic nor as thrilling as it should be .,0
7552c6cc-58d6-4481-8ae7-e77b24a01ee9,Clare Peploe 's airless movie adaptation could use a little American Pie-like irreverence .,1
7de014c0-1de7-45bd-9505-cc1229a1e156,"And thanks to Kline 's superbly nuanced performance , that pondering is highly pleasurable .",4
22590ef5-d2d6-4077-9bfc-026ebf26449c,"Ong chooses to present Ah Na 's life as a slight , weightless fairy tale , whose most unpleasant details seem to melt away in the face of the character 's blank-faced optimism .",2
074b4587-5cd3-4dac-86a4-5db0fb2fd9c4,"A grating , emaciated flick .",1
12a27a3e-4c23-43e6-8787-06171eb7dde1,An unabashedly schmaltzy and thoroughly enjoyable true story .,3
0af765ba-0c0d-4a47-86b5-e1603dee7a4f,"White Oleander may leave you rolling your eyes in the dark , but that does n't mean you wo n't like looking at it .",3
3d936726-dabc-4bc7-8488-364c6cbbe601,Be patient with the lovely Hush !,3
0772cde4-183c-4a03-9cf9-042eb6e26502,"A laughable -- or rather , unlaughable -- excuse for a film .",0
12b9c023-1c50-48c7-98f0-ee222b7bef17,"Dense , exhilarating documentary .",3
3fde2d66-15e4-4b80-bbb7-98d701edace4,"It 's too long , too repetitive , and takes way too many years to resolve to be a total winner .",2
52df13b3-7e7c-4e68-a74b-3391978a4fc0,The whole affair is as predictable as can be .,2
b53c9057-3464-43ff-84bf-b0ba0eb8df3d,A conventional but heartwarming tale .,4
acaa56db-8643-4583-bca4-e2a8a19f571a,An Afterschool Special without the courage of its convictions .,1
37c086d5-8c46-4712-b761-056bdcfb8e40,"With wit and empathy to spare , waydowntown acknowledges the silent screams of workaday inertia but stops short of indulging its characters ' striving solipsism .",2
f08c986c-1326-4256-add4-bf481137a15a,But his showboating wise-cracker stock persona sure is getting old .,2
e05fcd66-9d57-429f-933c-41f4b5d03632,"There 's not a single jump-in-your-seat moment and believe it or not , Jason actually takes a backseat in his own film to special effects .",0
891fbf0b-66b5-48db-9e70-4d7bdd690fe4,"Lookin ' for sin , American-style ?",1
fee689d7-b478-4e51-a8a9-f42bd7409f30,Absolutely not .,1
a60d608a-ac75-4ce8-a71e-168a113e76a8,"Maybe it 's asking too much , but if a movie is truly going to inspire me , I want a little more than this .",1
c7a2c531-c9fe-46e3-a1bf-e8659721458d,This is one of the biggest disappointments of the year .,0
68553d42-9fba-4643-a6ad-e57874b1a75b,"Adroit but finally a trifle flat , Mad Love does n't galvanize its outrage the way , say , Jane Campion might have done , but at least it possesses some .",1
3709a158-9376-4f1f-afbb-4b0eb1fd526c,"The script 's judgment and sense of weight is way , way off .",0
ec145309-4f3e-45e6-9b38-72690f69fe07,"The sequel is everything the original was not : contrived , overblown and tie-in ready .",2
3f65f0ec-067c-47d2-ac57-5ba165c6862c,The mesmerizing performances of the leads keep the film grounded and keep the audience riveted .,4
7491ea37-9f88-4323-866b-12d16d0cb67b,"Even though we know the outcome , the seesawing of the general 's fate in the arguments of competing lawyers has the stomach-knotting suspense of a legal thriller , while the testimony of witnesses lends the film a resonant undertone of tragedy .",3
2a85e2ae-5076-45d5-b361-2e3799a4cc52,... a hokey piece of nonsense that tries too hard to be emotional .,0
4074dedd-ac94-49b7-a4b2-23ae43bdb3b4,"The furious coherence that ( DeNiro ) brings to this part only underscores the fuzzy sentimentality of the movie itself , which feels , as it plods toward the end , less like a movie than like the filmed reading of a script in need of polishing .",1
60aecccc-69b4-42ac-9acf-9d8d2e0e12c8,Overall very good for what it 's trying to do .,3
f9567cd2-c294-4c1d-8826-d8022bd40f93,A chiller resolutely without chills .,0
6f08d72e-c81b-4361-9d88-c7b3b70d1f52,A dreary movie .,0
c973fd5a-3f2b-4c1e-9d9b-98ffb28f2038,It 'll keep you wide awake and ... very tense .,3
d131a7a3-bffa-4d0d-9d34-36810867da9a,The respective charms of Sandra Bullock and Hugh Grant have worn threadbare .,2
3c17d907-624a-4df9-8a84-a7ea1dbe2f92,Fans of the animated wildlife adventure show will be in warthog heaven ; others need not necessarily apply .,3
62610623-0da5-48a8-be31-81e354b43699,"Nelson 's brutally unsentimental approach ... sucks the humanity from the film , leaving behind an horrific but weirdly unemotional spectacle .",0
7296720c-6012-417c-b837-c60e0a732a36,"I have always appreciated a smartly written motion picture , and , whatever flaws Igby Goes Down may possess , it is undeniably that .",3
c15a738d-e8a5-4821-a1df-a83eb5d80666,"It 's Burns ' visuals , characters and his punchy dialogue , not his plot , that carry waydowntown .",3
c9fcb5af-530f-482a-82a8-b0374a8e28bd,This is junk food cinema at its greasiest .,1
e3d90d9b-0c3d-47c9-b26d-0dc5e83ca2c2,"A visionary marvel , but it 's lacking a depth in storytelling usually found in anime like this .",1
2630346a-74c7-40b5-809d-2ad3f8944c5c,"The vitality of the actors keeps the intensity of the film high , even as the strafings blend together .",3
3e84273d-743c-43b5-b14b-d3cab8f9a1b0,"At its worst the screenplay is callow , but at its best it is a young artist 's thoughtful consideration of fatherhood .",2
c4397527-7101-4c78-bc11-e25273491a19,A half-assed film .,0
b704d8e6-3aad-40d4-95f9-f4c5faa31ef3,One key problem with these ardently Christian storylines is that there is never any question of how things will turn out .,1
3fb2f5b7-0d9c-44d9-a83b-71ed0cfe763f,"You do n't need to know your Ice-T 's from your Cool-J 's to realize that as far as these shootings are concerned , something is rotten in the state of California .",1
7b80e9a5-9ee4-44e5-bbd2-7ef620a153d4,"The film boasts dry humor and jarring shocks , plus moments of breathtaking mystery .",4
1518ef53-b3d7-4805-b533-727b5b154993,"It 's surprisingly decent , particularly for a tenth installment in a series .",3
bec7ab65-3123-4844-a0fd-50cd7033b582,"But the performances of Pacino , Williams , and Swank keep the viewer wide-awake all the way through .",4
55de86c4-37d3-48d0-9650-39a0e2b3f8e5,Chomp chomp !,2
4348b9b3-275e-4407-aeee-412ae41cc606,Does anyone much think the central story of Brendan Behan is that he was a bisexual sweetheart before he took to drink ?,2
46a7253f-52da-4491-9fee-f841d10d75dc,"The documentary does little , apart from raising the topic , to further stoke the conversation .",2
371dd06b-0b18-4271-b811-538a49b978fa,As a randy film about sexy people in gorgeous places being pushed and pulled ( literally and figuratively ) by desire ... ( Sex and Lucía ) makes for an arousing good time .,3
02bec1d2-b2d7-4e76-bb19-3e74e76ed24d,It 's not a motion picture ; it 's an utterly static picture .,0
202c806f-8b2f-4e42-9505-e1de10943097,"The film delivers not just the full assault of Reno 's immense wit and insight , but a time travel back to what it felt like during those unforgettably uncertain days .",4
24a6c6bd-5ce1-47b1-9d3b-431f3f76c5ef,"A loud , witless mess that has none of the charm and little of the intrigue from the TV series .",0
8d46f1db-8aae-413e-8f4d-9099fa7579f3,"It may be an easy swipe to take , but this Barbershop just does n't make the cut .",1
3637c067-e790-4156-b542-862a78a5859d,"With lesser talents , High Crimes would be entertaining , but forgettable .",2
43415767-0c46-454e-813b-851a50193ec0,"Frankly , it 's kind of insulting , both to men and women .",0
22b03b53-444b-4b7f-8665-7f3d92db316e,... Rogers 's mouth never stops shut about the war between the sexes and how to win the battle .,3
53aa55cd-01ef-4c5c-9ec1-d6a913167520,The early and middle passages are surprising in how much they engage and even touch us .,4
