id,sentence1,sentence2,similarity
87a64f49-b5e4-483c-a823-6c35fe70f1b0,Russian warplanes strike inside Syria,Russian roulette in Syria,2.0
0fb30c3c-6563-460b-8206-164dd9a562bb,Gunmen abduct seven foreign workers in Nigeria,Seven foreign workers kidnapped in Nigeria,3.4
944c5fbd-c793-4ec6-8233-625d32ab53fe,A yellow bird is eating fruit on a wire grate.,A yellow bird eating fruit on a bird feeder.,2.8
55217c91-3069-4bc6-a602-eb23c25464d0,Up to 50 dead in Spanish train crash,Over 70 dead in Spanish high-speed train crash,3.4
b5577369-c894-45ea-aa65-3151f45e08f9,Cars driving near a model building.,Vehicles driving infant of an ornate building.,2.4
844c4492-31ff-4754-9ec5-9a92d33ecebd,A woman is cutting flowers.,A man is holding huge sunflowers.,1.0
2c3a1559-3069-46e1-a8ab-cdf959c0bd9c,A cruise ship is in front of a docking area.,Calico cat sitting on step in front of a door.,0.0
d7cd96cb-bb7c-44bc-bf72-0877bd62994c,More rain hampers Indian flood rescue,US tourist gang-raped in northern India: Police,0.4
f97243de-4bd6-4a44-9f3b-8d7f37856e49,Plane Crash Site Search Called off for the Night,Tour De France Pack Sets off for Stage 15,0.0
30ce4a92-f2d1-4a65-a97c-5ca281465729,North Korea to put US citizen on trial,N Korea hit with new US sanctions,2.0
0387e4ee-5225-42fe-b2f4-5c34e03369d2,A golden dog is running on the grass.,The large beige dog is running through the grass.,3.4
7d8086e9-d180-4c24-94e2-f720f1ae926d,Peace talks with Palestinians would take months: Israel official,3yo Palestinian girl killed in Israeli raid,0.4
3f1cfde1-750c-4f33-aae9-42cc4cddfe72,Aussie surfers find stricken asylum seekers,Mayday: fears for asylum seekers,1.4
5eee4413-a0a1-4c1d-b76e-815ac27d9463,A possibility is to have a family meeting with the stated goal of working out the reward(s) for chores.,"Many children, instead of being motivated by reward are motivated by being in control.",1.8
e0c6c881-4fbe-4147-a578-cd8f4749ae51,Two dogs play in the grass.,Two dogs playing in the snow.,2.8
ee1ce4d8-d65f-488c-b388-228aa2b54f9a,A person is peeling an onion.,A person is peeling an eggplant.,2.0
92b56864-5d6c-46ce-88cb-13eceb069ec5,A black and white chair sitting in front of a brick wall and a window with a bamboo plant in a vase.,A black headed sheep covered in thick white wool stands in a pasture with other sheep.,0.6
ce09d5c1-0307-4e65-b715-11c6d15e6e63,Brazil tied 2-2 by England as Maracana re-opens,Brazil held by England 2-2 as Maracana re-opens,5.0
3190b8e9-7b88-45be-a632-876524c7b91a,A man is kicking pots of water.,A man is turning foods.,1.333
eaa513ad-6271-4ef4-aaea-8c75b6c148d2,A turtle is walking.,A tortoise is walking.,4.4
861889d3-b8e4-4815-b2d2-36515078fc49,"In 2001, President Bush named Kathy Gregg to the Student Loan Marketing Association board of directors.","In 2001, President Bush named her to the Student Loan Marketing Association, the largest U.S. lender for students.",3.231
75405c58-9c95-41d8-9762-db33417a6f4f,Israeli government authorises new settlements ahead of talks,Israel Approves New Settlement Homes Ahead of Peace Talks,4.8
ec84e42f-3a76-49f6-aee6-a048b2c4d9ca,Someone is feeding a animal.,Someone is playing a piano.,0.0
6f3889e8-0b93-4440-abb4-c3506102ff04,Two gray dogs run together over the green grass.,Two grey dogs running in green grass.,4.6
9f68e30a-60cf-4fe1-879d-10716b142632,The black dog is walking through the tall grass.,The black dog is running through the grass.,3.8
4bd28f61-918e-4bec-9a4f-00e4afaea7ff,Spectators taking pictures of a rally car.,A crowd of people watching cars race down the track.,2.8
1b29b345-ac47-4786-adc2-b2039199de34,The people had awakened.,Because the people had awakened.,4.2
65aae552-a196-46a0-893b-ec432d8c745c,The best thing you can do is to know your stuff.,The best thing you can do is find something else interesting to do while you wait on hold.,2.0
7d340f09-a4a4-4224-b56c-0a12a56ad021,"Many people are on the beach, near a building with flags flying.",A busy beach has people scattered on it watching the sky.,2.4
d64b3c89-183b-4285-aba0-6067061bc57a,A black and white dog runs through the water.,Black and brown dog runs through field.,2.0
db3507b0-de3e-4321-a335-f4a715cf3b23,A man is slicing a pepper.,A person cuts a big green pepper apart.,3.8
4609f9be-4b50-40e4-b3d6-7fb2090b9f2f,Two French journalists killed in Mali,France confirms two French journalists killed in Mali,5.0
7f142088-5e04-422a-834d-2e140a709bd8,Lionel Richie is dancing on the ceiling.,Lionel Ritchie dances while standing on the ceiling.,4.0
306940f1-79a2-44ce-929d-24c4b215b971,A woman is chopping garlic.,A woman slices a fish.,1.0
06fd8886-cd71-4885-9712-4bee938dd8c0,the drug is also known as ice or shabu.,methamphetamine is also known as ice.,3.4
1be775eb-45b1-4216-8dcb-66eb0ce91c72,Nutrax The plural of anecdote is not data Did gentlemen need chaperones?,Nutrax The plural of anecdote is not data,3.6
43a4e54f-33f2-4cf4-b3cd-539477d9c913,A person is frying a meat in the pan.,A man is cutting a vegetable.,0.6
29c42dfa-f9b5-40cd-8674-144d0baabdaf,A group of people sitting at a restaurant table.,A group of people sitting around a table with food on it.,4.2
02793513-2d69-4a28-bb5a-53a7afee9178,Helicopter crashes near rail station in London,Helicopter crashes in London,4.0
26465766-3944-459b-b78e-7cd5be889d3b,Turtles love eating goldfish and lots of things that fit into their mouths.,"First, the turtles are eating the fish because fish are food, not friends.",2.8
a0ac135d-db39-4885-9b34-f6295ce932b2,A man is playing a piano.,A woman is peeling a potato.,0.0
3d76c278-fe03-4fb5-815b-d4f5f397e3a6,Couple sailing in a small sailboat.,Two men sailing in a small sailboat.,3.0
ee46d982-d0fa-4547-8f35-410698ecea3b,China stocks open higher Monday,China stocks close lower on Thursday,1.0
ad7c66a3-8ada-46de-a5ba-288b8ce1bf41,Thai opposition party to boycott general election,Thai opposition announces election boycott,4.8
bb02a0bf-ab56-4400-bf9f-f5eb7b1b6b6c,Iran nuclear talks expected to resume this week,UK: Iran nuclear talks at a serious point,3.0
bce8bf73-3a05-4db6-909b-cd49e5e4dbdb,Easy Rider star Karen Black dies aged 74,Easy Rider Actress Karen Black Dies Of Cancer,4.2
007e11a0-2ca8-449e-88c8-79e6d1c75c39,19 hurt in New Orleans shooting,Police: 19 hurt in NOLA Mother's Day shooting,4.2
6108a9ab-3cbe-4b67-a8c6-6857e03afab7,"Shares of Corixa were gaining 71 cents, or 10%, to $7.91 on the Nasdaq.","In late-morning trading on the Nasdaq Stock Market, Corixa was up 74 cents, or 10%, at $7.94.",3.25
7b325d7c-3e61-4350-add4-fa0e7aac0821,Car Bomb Wounds 15 in Hezbollah Stronghold in Lebanon,Car bomb rocks Hezbollah stronghold in Lebanon,3.2
ede3ed71-c78f-46a2-af26-976ab9c110e9,Group of elderly people sitting around a table.,A group of elderly people pose around a dining table.,3.4
8eefad2f-657f-497f-b6b9-230ed6ae38ec,Global progress seen in ending death penalty,Iran diplomat: progress being made in expert-level talks,0.0
f0bc84d2-8fa4-407a-b248-42b9a69e88df,How long after the obliteration should the kid return to school?,How long after the obliteration should it no longer bother the kid?,3.0
e05d1aaa-1f25-4863-87cd-cad067c253f2,"Rogers, Videotron extend reach with network-sharing deal","Rogers, Videotron reach network-sharing, spectrum deal",4.8
d38dcf30-9b9a-4222-856d-9c98d26603c4,But do you actually believe there was an iceberg in those waters?,I don't believe there was any iceberg at all anywhere near the Titanic.,2.8
b723c560-a5a3-43f3-9db0-cfd684b90954,"Obama Urges Restraint from Israelis, Palestinians","Obama meets Israeli, Palestinian negotiators",1.8
06092930-4191-4575-8019-13c276db0da2,I've had this same problem.,I had this same problem.,5.0
735f01a7-bd15-456b-9ae8-ce9332e0421b,A man is talking with other women on the beach.,A man is walking down the street.,0.0
ead52536-4cb1-4572-8afc-b61c5494987d,A woman is mixing ingrediants.,A woman is mixing food in a bowl.,3.5
38abc1e3-815c-498a-b5a7-360a0e311345,Pro-Pak Taliban warlord killed in US drone strike,Taliban commander killed in US drone strike,4.4
40daa850-2929-435e-a15a-58dd048858e4,Chinese shares close lower on Wednesday,Chinese students attacked in France,0.0
d9650070-1f13-46dc-8de9-f2bd4fbae11d,A black and white photo of an old train station.,A black and white photo of a motorcycle laying on the ground.,0.2
a8e1697f-9062-4391-8cbc-22817431a817,kadhafi warns that us and britain's failure to compensate libya for nuclear disarmament will deter iran and north korea from disarming.,western countries' failure to sufficiently compensate libya will deter iran and north korea from disarming.,3.4
8513c717-66c6-426c-9089-0145e67ae3d0,A black and white spotted dog jumps over a stream.,A black and white spotted dog is jumping over the small stream of water.,4.6
4c5a9c2d-2242-4c14-9bd7-bcb29a5c54f2,A man puts three pieces of meat into a pan.,A man is putting meat in a pan.,4.0
838ef813-6416-43b6-8f55-25eca054aa78,A man doing a jumping bike trick surrounded by trees.,A boy riding a green trick bike over some steps outdoors.,3.0
451aba6b-ba9f-4d26-95c7-4b1424c6dd4f,A boy with dark hair is in water and is looking up.,The man is short hair.,0.6
5c93c9b1-04c8-4a31-a04b-e80a0aa3b850,Chinese tourist abducted from Malaysia,China returns 10 children abducted from Vietnam,1.4
a5a02c1f-44ee-418f-9c04-672aaddcd3fc,Royal Hoax DJ Takes Action Against Station,Taliban bombs US base in Afghanistan,0.0
9ba5b3e0-20c3-4db0-9004-c84fb510479b,"Nelson Mandela's real hero was not Gandhi, but Nehru",Nelson Mandela's health 'unstable',1.4
bf287c86-0c0c-4102-ba73-60ce9283e109,Both papers are being published today in the New England Journal of Medicine.,The study appears today in the New England Journal of Medicine.,3.0
7a2b51af-1094-4135-a7ca-ee95f0da01c4,A cow is eating grass.,A dog is pulling a girl down a hill.,0.0
7f800208-1fac-4d18-9767-987815258462,A tiger is walking around his cage.,A tiger walks around aimlessly.,3.0
a7346937-6926-4b5f-836d-6c7bb44cfedb,No. 2 HP saw its Unix server sales dropped 3.6 percent to $1.36 billion.,HP fell to second place with server sales growing 0.4 percent to $2.9 billion.,2.333
cb02a5ac-9469-46e6-ba64-c08b20574733,"Well, I wouldn't put it on my cv.",I wouldn't put this job on my resume.,4.0
3389a6ff-4aa5-43e7-bf0d-328ce9ff41b2,A red and white bus drives down an England street.,A red and white England bus drives down the street.,4.4
b77c9669-2854-4e2d-95a6-fa07e5dea701,People are near water,People are near water.,5.0
256f0c18-cb0b-4d9e-be56-efcdee7b6548,A boy studies a calendar.,A boy is looking at a calendar.,4.4
f8dc45f5-55dc-46ba-a1b0-dd55a0e12158,An Amtrak passenger train waiting at a station.,A passenger train waiting in a station.,4.0
6dc3d911-644d-4552-a76a-c4bcff29e047,A person is standing underneath an overpass near a highway.,A person walks a dog along the water's edge.,0.2
51d1ebc7-a864-47e5-85f9-6bb3f86a67d2,A man is running across a high wire.,A man is running on rope.,3.0
ea06bb29-ceb1-4e96-9774-06539fb6ad88,A black dog is running in the grass.,A black and a brown dog running in the grass.,3.2
538b8154-d2f4-4872-a299-3779699e557a,"Earlier on Monday, Grant Thornton SpA repeated previous statements that it was ""a victim of fraudulent action"".",Grant Thornton claims that it too was the “victim” of a fraud.,3.4
fc749c91-5324-4bb3-8119-ac1598368845,Previously he had seen the grinning mechanic from east Java only on television.,"Mr Hughes had seen Amrozi's face on television, the infamous images of the grinning mechanic from east Java.",3.4
a54dd3a9-833e-4ea0-90c3-104f66a199ee,YOU FOOLS..bought the  cover-up..hook..,Hi Eots: YOU FOOLS..bought the  cover-up..hook..,4.2
226f06e2-709d-43a6-8718-bc69a4a53024,Cadbury Schweppes plc plans to cut 5500 jobs and shut factories after a 4.9 billion ($A11.9 billion) acquisition spree over the past three years inflated costs.,"Cadbury Schweppes has unveiled plans to slash 5,500 jobs and 20 percent of its factories over four years to cut costs brought about by an acquisition spree.",3.2
c0bf9f07-31fc-48e2-b2e0-c39e8992f69c,A woman is opening a soda and drinking it.,A woman is riding on an elephant.,0.6
11205512-5e7e-4a9e-9d19-fb9c55216a88,Severe Gales As Storm Clodagh Hits Britain,Merkel pledges NATO solidarity with Latvia,0.0
9b6f645b-989d-4a27-bad0-94692eeed232,Mugabe declared winner of disputed elections,Zimbabwe: Mugabe declared winner in disputed vote,4.0
0d00d947-2c42-43ec-8884-58b2e987c802,4 foreign soldiers killed in Afghan east,4 French Soldiers Reported Killed in Afghanistan,3.8
2b2a4191-f823-4f6f-8136-592d0f35e48e,A turtle is swimming in water.,A turtle is walking underwater.,3.2
a94f9f88-bfa8-4665-95b1-9dca8555bcae,"On the cell's surface, the foreign components are recognised by other cells that then realise it is infected and kill it.",The foreign bits are recognized by other cells that realize it is infected and kill it.,4.25
d1b98adb-1e71-4df7-8112-8a2499259b69,2 French Journalists Killed in Mali,Two French journalists killed in Mali,5.0
c7b9e3e4-4ecc-4221-b8fb-51f45193e40c,"The answers so far are already good, but I'd like to add a map for Switzerland:","You have a lot of answers already, but I'd like to add Curries as another solutions.",0.0
35350581-0e32-4e30-8a33-5647108fc972,Put a Little Love in your Heart We are all vessels filled with many wonders.,Landon And So This is Christmas We are all vessels filled with many wonders.,2.8
dd8fb399-3fda-441a-9df4-902cbef668b0,One dead in new Israeli strike on Gaza,Two killed in new Israeli strike on Gaza: medics,3.6
63fd2cbd-855b-41a3-9da9-180be24b582a,A group of couples are dancing.,Men and women are dancing slowly.,3.333
68e13850-2a54-4804-8d7a-cf064f118cb5,French forces take key Mali town,French forces seize key town,3.8
34e06e8f-fe9b-49e4-8bc5-11da2d1d805b,Donetsk Region Protesters Detain Trucks Carrying Government Rocket Ammo,"Come and get me, says Thai protest leader as anti-government riots grow",0.8
b831ad88-647d-4136-97aa-f899f3776200,Venezuela assembly meets amid Chavez health crisis,Assembly meets amid Chavez crisis,3.4
6c6da693-a7c3-4293-9a86-56230192b92c,Gunmen 'kill 10 tourists' in Kashmir,Gunmen kill four in Kenya church attack,2.2
a805b30e-d225-4bdc-b156-09ef410e31aa,A little boy hits a golf ball.,The little boy swung at the golf ball.,4.0
6fb7cd7c-0cfc-4189-a451-ce926b5f8268,"Women who eat potatoes and other tuberous vegetables during pregnancy may be at risk of triggering type 1 diabetes in their children, Melbourne researchers believe.",Australian researchers believe they have found a trigger of type 1 diabetes in children - their mothers eating potatoes and other tuberous vegetables during pregnancy.,4.25
ce737d88-588e-4a1f-bc2a-b7accbc9431b,"""This moves us a lot closer to saying that the foam can do this kind of damage,"" said Hubbard, a member of the Columbia Accident Investigation Board.","""I think this moves us a lot closer toward saying that foam can do this kind of damage,"" Hubbard said.",3.6
f81377ee-9124-46e1-8bdd-c2f2def72a87,Burundi police fire tear gas at protesters,Montenegrin police fire teargas to disperse opposition,1.0
d55a9d26-3bd1-4a64-a4f8-c4c02a55d2da,A man is playing the guitar.,The man played his guitar with a friend.,3.2
fc4ced19-408e-42a0-8699-fbedfce472f1,Can he really make mone from google ad sense.,Who makes money off google ad sense?,3.2
0578bcff-5e43-4786-a7a4-9e53000c8b78,A puppy is trying to come out from the sink.,The puppy tried to get out of the tub.,3.0
fc2f293b-ddef-405e-a56e-e2afa8884585,The legal ruling follows three days of intense speculation Hewlett-Packard Co. may be bidding for the company.,The legal ruling follows three days of wild volatility in RIM's stock over speculation that PC giant Hewlett-Packard Co. may be bidding for the company.,3.6
9868224e-53dd-4c10-a5b2-030d8479b514,"""In so many different ways, the artistry of black musicians has conveyed the experience of black Americans throughout our history,"" Bush said.","Surrounded by singers from Harlem, Bush said: ''The artistry of black musicians has conveyed the experience of black Americans throughout our history.",4.25
13e1acbb-9a46-49a2-927d-e3d6a656de01,"Yes, it's probably a good idea to renew your passport.",It's a good idea.,3.0
35939751-8d06-4338-b50e-29bd34658312,"Sayliyah was the command base for the Iraq war, but Central Command sent hundreds who ran the war back home to Tampa, Florida.","As Sayliyah was the command base for the Iraq war, but hundreds who ran the war have returned to the United States.",3.4
dab9b698-d5d5-4b9b-960e-6cfc9c98055b,I've found an additional concept that may be related to the original question: prototype theory.,"According to current models of human concept learning, the answer to your question is both.",0.0
c815f561-081c-44a8-a7cb-5c847bfacf94,A girl jumps on a car.,A girl is jumping onto a car.,4.8
dc40a274-3dd3-4892-80ba-abfec4b1cbd3,A man is staring at a leaf.,A man is slicing a vegetable.,0.8
b4210ac1-2777-4c08-98e7-ea8c1aa4b701,"More than 1,000 inmates escape from Libya's al-Kweifiya prison",1000 prisoners escape from Libyan jail,4.4
f4f29796-5857-40f4-b0c0-8d4ba37d808d,Dali painting stolen from gallery,Salvador Dali painting snatched from New York gallery,3.8
b4fd4ed2-2d82-465d-99dc-ff50924c3eb0,A girl is talking to her dad on a cellphone.,a girl is talking on her phone.,4.4
8c757fc5-a6ad-4ecd-8140-e194a0aec6e9,A man is giving a lecture on a podium.,A man is delivering a lecture at an event celebrating the game of cricket.,2.333
481a99d1-f5f7-46ea-8abc-9ddfbbbb2ee2,"Isaac drenches Haiti, heads toward Cuba, Florida",Isaac nears Haiti with homeless quake population,2.4
06e1af35-ef52-4550-9458-a453c4dfcfb3,Stocks close 0.39% higher,Stocks close 2.47% higher,1.8
568c806c-b60e-4585-b531-92f5a868a192,Aso refuses to resign over Nazi comments,Spanish PM refuses to resign over corruption scandal,0.2
69ff8f39-b8a0-4d57-899e-4f4bee87d20d,nicaragua commemorated the 25th anniversary of the sandinista revolution that toppled the dictatorship of anastasio somoza but imposed a cuban-style leftist regime.,nicaragua commemorated the 25th anniversary of the sandinista revolution.,3.8
416a0cb3-f185-47bc-b2eb-b46bdb950b24,"""People are obviously inconvenienced,"" said Dr. Jim Young, Ontario's commissioner of public safety.","""We're being hyper-vigilant,"" said Dr. James Young, Ontario's commissioner of public safety.",2.25
cd96ac78-2184-45d4-b124-c40a89adf97d,U.S. drone strike kills 10 in northwest Pakistan,US drone in Pakistan kills 10 suspected militants,3.8
2ac6ab1f-63ed-4a89-a8c1-105db673d8c2,"SUVs parked on residential streets in Monrovia were tagged with ""ELF"" and other slogans, and another was set ablaze in front of a house, Sgt. Tom Wright said.","Several SUVs parked on residential streets in Monrovia were tagged with ``ELF'' and other slogans, said Sgt. Tom Wright.",3.5
236b2dbd-d82d-4df0-ab59-d9e63f73e89f,a little girl is laughing at the camera.,A white cow with big ears looking into the camera.,0.2
6e604f5e-ce3f-4cdc-83d2-a06385125248,"It depends on what you want to do next, and where you want to do it.",I guess it depends on what you're going to do.,3.0
9101aa3d-f0bb-437e-928d-d1576d6ea8f9,Putin sworn in as Russian growth falters,Putin sworn in as Russia's president for 6 years,2.4
3240a087-2273-402c-a5a8-2d92deaf4dcc,"If I owe you , dollars, I have a problem.","If I owe you a trillion dollars, you have a problem.",2.2
3d6e4160-890a-4ab3-9c6a-406d529cb85f,A woman plays the flute.,A woman is playing the flute.,5.0
028251e3-3a10-4d6a-9620-c21612baebe8,"Communist rebels ambush Philippine police, kill 7",Communist rebels kill eight Philippine police,4.0
a6fd1bc5-90be-49ad-b1bd-e00af5ea90b6,Tell us what the charges were.,Yes what are his charges.,4.0
ed8e7409-1ce3-40ac-80ca-c268d94c79c1,A bear is running from two dogs.,A bear is fighting wolves.,1.4
f50de1d1-e2eb-46c9-94fb-d4e98817371a,"In the latest top-level shuffle at CNN, Teya Ryan is leaving her post as general manager of U.S. programming, the network announced.","In CNN's latest move to rejuvenate ratings, the network has ousted Teya Ryan, general manager of U.S. programming.",3.769
a2296aa8-a519-40db-80be-9c49f5146a3f,"Yes, there is a reason for it.","Yes, that is exactly what it means.",1.0
3f366342-7367-4883-a506-ec0758e194b8,Algerian president in France for medical tests,Algerian president in France for medical tests after minor stroke,3.6
9d2e9935-4462-4c61-953f-86c60d063716,A lady is running her dog through an agility course.,Trainer runs her dog through training course with green pipe,4.2
89581743-6601-47b5-ab09-6b8c1dfea12d,A man playing a video game in a store.,Man playing game in a store.,3.4
2ffd876f-58cc-4909-b029-ab77ca214f99,20 killed in bomb attack at Pakistani base,8 soldiers killed in bomb attack in NW Pakistan,2.0
948322fb-5297-4c48-869f-a8dd847d13a0,"In an interview, Healey, who is a criminologist, acknowledged that much of the sentiment among legislators here and across the country was wariness toward capital punishment.","In an interview, Ms. Healey, who is a criminologist, said many lawmakers here and across the country shared a wariness toward capital punishment.",4.6
060d3d96-2341-4901-9394-93bca5735aa3,The flag was moving in the air.,A flag is waving.,3.75
9fed0177-b237-43e9-922b-8191c923daa4,A man is singing into a microphone.,A man is dancing in the rain.,0.4
ae08b886-15bd-43e8-bef4-974d19a047ab,"Bombings, clashes continue in Syria","Bombings, clashes as Syria opposition seeks arms",3.4
d24427b2-8d19-498a-80a7-87a251700392,Q: What is the reason for people to implicitly trust their peers in extreme (or not) situations?,One human-being reliance on other(s) awareness is defined by the level of trust between the humans.,2.6
cbd3d010-65ab-490c-a5a0-9225fc9a24e4,"The lawsuit names Shelley, a Democrat, and registrars in Los Angeles, Orange and San Diego counties.","The lawsuit named Secretary of State Kevin Shelley, a Democrat, and the registrars of voters in Los Angeles, Orange and San Diego counties.",4.2
59d0276e-f125-4d91-a316-ba3ffd504bc4,Hollande 'threatens legal action' after affair allegations,François Hollande threatens legal action over affair claims,4.0
afd17494-e6d1-4924-8173-c96da2266a4e,Russian Prime Minister On Second Day Of Crimea Visit,Russia warns against setting preconditions for Syria,0.8
6d1c84f8-25a8-45ef-a747-368593045033,U.S. and Turkey weigh no-fly zones for Syria,"Turkey, US weigh no-fly zones for Syria",4.8
6efc4853-c3d9-4ca3-962c-9a3c8428bc3d,The bill says that a woman who undergoes such an abortion couldn't be prosecuted.,A woman who underwent such an abortion could not be prosecuted under the bill.,5.0
255456d6-9334-4098-814c-9ad759228f43,Two girls walking in the ocean.,two girls walking in the street,1.8
e93dbec8-5aaf-49c1-aacf-d98e8d78f6da,I've started my own tool since I didn't like yWriter and Storybook.,"I've tried many of the things mentioned above, but they never really worked for me.",1.6
4561df7f-d965-4e37-b641-7a575722a9ac,Gunmen ambush police boat in Nigeria oil region,Sudanese police block protest at human rights commission,0.0
7f4cb0af-729e-48fe-86ea-298a87a95388,A woman standing in front of trees and smiling.,A man is walking by trees in front of the city skyline.,2.0
f7e4fce4-1ca9-41ea-a8aa-92305f3de18b,"Ah ha, ha, ha, ha, ha!","Ha, ha, ha, ha, ha, ha!",4.5
a4e5e0f7-a14e-4bb8-a8df-2e27b4c3d206,Two women give a demonstration at a Renaissance Fair.,Two people are doing a demonstration at a renaissance fair.,4.2
de41e500-3176-4045-afaa-cad9c43abb69,Gusmao consolidates power in East Timor elections,Supreme Court possibilities if Romney wins election,0.0
129e72ae-5c60-4c78-ba53-342325b68f9b,A close-up of a black train engine.,Close up of a white sheep with a black head.,0.0
289aba01-8eda-497e-a509-0ce27fa085fc,Syria agrees to surrender chemical weapons,"UK's Cameron: Syria, Russia must show chemical arms proposal is genuine",2.0
cf491e47-04c3-46d9-b049-b079ef385f49,A man is playing a guitar.,A man tries to read the paper.,0.8
d41e6c82-ba0b-45f7-8659-4a4687f3c356,China ‚Äėwill protect interests‚Äô of foreign business,Obama in ‚Äėdirect‚Äô confrontation with Putin on Ukraine,0.0
d1150722-200c-4528-a57d-80ffcef7f5ef,A little boy is playing a keyboard.,A boy is playing key board.,4.4
8815b1ba-45fb-4d04-9bf3-228b48c8042d,A woman is cutting an onion.,A man is cutting onions.,2.615
6aace6ac-3e32-4b0a-a09e-95db25e92446,Armstrong steps down from Livestrong,Armstrong standing down from Livestrong,4.6
15984e19-6b04-463e-b6f6-15fb4c2ac5c8,Hong Kong set for huge democracy rally on handover anniversary,Hong Kong set for huge democracy rally,3.8
297e34f0-fb3c-4ed7-bd99-574172522441,I had a similar issue but in what seemed to be a simpler situation.,I'm actually about to do the same thing when transferring at London Heathrow.,0.0
dc7833d6-25bb-4414-923a-44986bbb63e2,A man is cutting tomatoes into pieces.,A woman is cutting some vegetables.,1.8
56e0756d-a784-44e5-a3ef-c3bbff4816df,Egypt imposes state of emergency after 95 people killed,Egypt announces one-month state of emergency nationwide,3.0
16b394e6-1807-4edf-bc44-e2503a5f8323,"Shortly after the opening bell, the Dow Jones Industrial Average was up 11.13 to 9,228.48, while the S&P 500 index gained 1.74 to 982.33.","After a weak start, the Dow Jones Industrial Average ended the day up 26.26 to 9,217.35, while the S&P 500 index rose 3 to 980.59.",1.6
6e78afae-a169-48cb-9dbe-82d517bdc063,A man is cutting an onion.,A man is cutting a plantain.,3.667
a3b391b2-3743-4dfa-8709-1deffbef71da,Militants stage Pakistan jailbreak,Taliban prison break: 250 militants escape after attack on Pakistan jail,3.0
464309b0-0f4e-4737-9598-cf6333b9781d,A group of people living in the desert,A group of people in the middle of the desert.,4.0
0403dc0e-69eb-4096-908b-5f85ec6761c5,Suspected U.S. drone strike kills 5 in Pakistan,U.S. drone strike kills 5 in Pakistan,3.8
7da2e06a-5a4e-42b7-af37-062c7d731e9a,New York Stock Exchange to reopen Wednesday,DealBook: Stock Exchanges Prepare to Open,3.0
64e75024-837d-4271-907e-58ec8a1a4c47,India Braces for Massive Cyclone,India issues red alert for cyclone Phailin,2.8
60060a9a-603b-44c6-8380-17227c5dde4c,Kansas Department of Health and Environment records show there were 88 abortions performed on girls age 14 and younger last year.,"Statistics from the Kansas Department of Health and Environment show that 11,844 abortions were performed in the state last year.",2.0
b515d3d7-9831-4f27-968a-030e93a0ee5a,BBC veteran Hall admits child sex abuse,Stuart Hall Admits Sex Assaults On Children,3.4
723b3ebb-7d2d-4919-9c69-cf336c8d86d5,I recently stumbled on a great article that talks about protein consumption for the purposes of building muscle (recovery included).,Low reps with high weights don't add mass because the duration of the exercise is kept short.,1.0
10b56c0e-be45-4a22-b1db-7b5357b77086,"Jordan Green, the prelate's private lawyer, said he had no comment.","O'Brien's attorney, Jordan Green, declined to comment.",3.6
fe7c5784-ad67-4694-b067-f75e3a9c84a4,"Syrian forces shell towns, clash with rebels",Syrian forces and rebels clash in coastal province,2.6
040c5512-d152-4f42-b367-6a5f5a86150e,"Since this is a relatively new problem for behavioral researchers, I don't know that there is a common consensus.","I'll address just the first of your three sub-questions, the others have been answered by Chuck Sherrington.",0.0
1a2e99e3-0cbd-4d8f-ac62-9f0878c0d7f4,'Scores of bodies' found in Syria,Eight more bodies found on ship,1.4
e3861dc5-fe1b-4036-bff4-fe5d6fb8bd45,If the number of fours hit by two teams are also equal then both teams will get 1 point each.,This is the rule if the runs scored by two teams in Super Over is equal...,0.6
4ac71f5d-202f-4f68-90b6-18869ec085f6,A close-up of a cat on a cream sofa.,A close-up of a horse.,1.2
478b8ca4-331c-49f9-a514-4f1935d600fd,Palestinian leadership condemn Israeli FM call to oust Abbas,Palestinian leadership backs Fatah-Hamas Doha deal,1.0
150c9282-6460-4d71-9090-f972dd15382f,37 killed in bus crash in Italy,12 killed in bus accident in Pakistan,1.2
e8b8fe61-83b0-4f04-bef1-d57d2c87fe8e,Obama queries Turnbull over China port deal,Spanish bulls gore seven to death,0.0
b3a4bcef-005e-4f2b-a093-09042145e40f,US senators penalize Pakistan for jailing doctor who aided CIA,US decries Pakistan doctor's fate,2.8
45f76ef1-d6ee-4e54-94ad-2173b36ef210,A woman is riding a motorized scooter down a road.,A man is riding a motor scooter.,2.2
c289e860-500c-4de4-b7b8-a6ac722501b6,A man is playing a piano.,A person is playing the piano.,4.4
6c789e86-2865-4a2a-8513-3d99f16a0364,those who ignore history are doomed to repeat it.,ooo strike TWO those who ignore history are doomed to repeat it.,4.2
72485ed4-d33b-4190-98f7-bc9c2a9e2ffa,Li Na to announce retirement,US Senator Ted Cruz to announce presidential bid,0.0
f3a33b73-af4b-4ed4-b75a-83abb7d26515,"A spokesman said: ""Since November, we have co-operated fully with the police.","It added it had ""co-operated fully"" with police since November.",4.25
d2cec7da-6596-4c28-95f2-bc249be94e82,"Before it was removed, the site listed in broken English the rules for hackers who might participate.","Organizers established a Web site, http://defacerschallenge.com, listing in broken English the rules for hackers who might participate.",3.0
79633ae6-3aeb-4c4b-a984-98595526b47a,23 killed in Iraq car bombings,10 killed in Iraq bomb attack,1.6
3e91d6db-c82c-429f-bd38-027b5b5c2ed2,The four women are practicing for a upcoming match.,The women are in a play,1.2
